Text,Generated Summary,ROUGE-1 Precision,ROUGE-1 Recall,ROUGE-1 F1,ROUGE-2 Precision,ROUGE-2 Recall,ROUGE-2 F1,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1
hi black tea everyday done past year habit mine ahmad tea one favorite brand highly recommend like black tea think going remain favorite next year,Summary: black tea,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333283333334
tried despite review found exactly tea buy either russian italian grocery,"store
Summary: russian tea",0.25,0.5,0.33333332888888895,0.0,0.0,0.0,0.25,0.5,0.33333332888888895
ahmad tea excellent looseleaf tea eith hot making iced tea great flavor lingering aftertaste,Summary: best tea ever,0.25,0.5,0.33333332888888895,0.0,0.0,0.0,0.25,0.5,0.33333332888888895
ive drinking tea past year usually buying box two visiting large metropolitan area many middleeastern store carry loose ahmad tea usually pound box ive always considered unremarkable robust tea enough aroma taste beautiful reddish color perhaps good enough tea drink decent base mixesbr tea however nothing sort freshly opened package almost characteristic tea smell brewed tea weak flat tasteless somehow seem product anymore get lot tea money quality might well drink lipton bag much worse,Summary: good tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love love love deal way fun pick many tea chocolate cider well many coffee outfit assemble sampler boring choosing much narrower range seller nice also answer question via email slightly confusing ordering method easy want great packaging forget ship fast kups tossed loose box care,Summary: great price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
youve tried random sampler pack overloaded decafsextra bold tea great way get exactly brand style want received order couple day exactly ordered second order ill ordering item,Summary: great tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good product fast shipping equal happy little pricey hand pick good flavorsa cant find anywhere else def worth price,Summary: great flavor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
used daily basis keep gum healty teeth clean free plack,"ings
Summary: good gum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wow product impressive bought oz blueberry pleased packaging price shipping powder dissolve instantly even water ive mixing tsp small glass water drinking taste great add smoothy juiced fruit juice next product economical compared purchasing fresh blueberry especially waste due mold overripe berry thrown away think could add baked unbaked food well im excited add superfoods diet fast easy way definitely trying flavor soon,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pork chop omaha steak tasty time exceptionally dry pork usually dry meat extreme possibly shipping frozen keeping frozen partly problem,Summary: best pork chop ever,0.2,0.5,0.2857142816326531,0.0,0.0,0.0,0.2,0.5,0.2857142816326531
five minute one tentacle bitten ball inside cracked half durable enough dog toy disappointed dog,"wouldnt eat
Summary: dog love",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chemical sensitive well sugarfree using product year use maybe week drink bottle boost energy hour two depending feel imo doesnt replace coffee sweet early afternoon start fade drink full bottle workout ive drinking guayaki yerba mate tea year compared many toxic energy booster highly recommend product clean doesnt leave nasty chems behind body try judge review everyones body reacts differently,Summary: great energy drink,0.25,0.3333333333333333,0.2857142808163266,0.0,0.0,0.0,0.25,0.3333333333333333,0.2857142808163266
felt energized within five minute lasted minute paid drink could drunk cup coffee saved money,Summary: energized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yes probably healthier hour energy starbucks shot youre looking avoid caffeine overload still energy drink made w high dosage caffeine believe caffeine content guayaki shot ml probably lower unhealthy energy shot drink believe people avoid top brand bc contain much caffeine andor sugar react well caffeine guayaki good buy either definitely feel energy boost w full guayaki shot w caffeine side effect irritability nervousness moodswings caffeine overdose stopped drinking coffee look even organic energy drink still safebr br youre sensitive caffeine great buy loaded w sugar taste easy pleasant loaded w bunch chemical like hour shot starbucks drink energy boost last hour take minute kick probably depends bodyweightbr br side note want feel energized day protein drink first thing morning stay away heavy fattening food day make feel sluggish sleepy,Summary: great energy drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nature valley nut lover variety pack perfect although wasnt sure peanut butter bar excellent loved roasted almond roasted pecan peanut butterbr br definately buy seller quick shipping fresh,Summary: best peanut butter bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wish would read review purchasing two gallon oil health issue reek like chemical rubber smell smell coming black rubber gasket lid called report situation company sabrina told would pay send sample tested lab unbelievable good customer service would indicate would pay product returned give full refund including shipping product faulty period never order anything company recommend anyone based horrible customer service lack responsibility ownership,Summary: bad customer service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product strong aftertaste crayola crayonsbr br process trying different brand coconut oil cooking purpose upon opening plastic container aroma crayon immediately fill room flavor permeates food cooked itbr br suspect source problem plastic used plastic container experienced brand purchasedbr br date favorite coconut oil distributed barleans flavor fantastic however supply gallonsized tuband dr mercola best product size category,Summary: best coconut oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shipped sister follows glutenfree eating plan report versatile easier grinding almond crispy crust chicken fish filet also us place bread crumb meatloaf meatball stay moist added place wheat flour baking good product good value,Summary: great product,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333283333334
healthy mixed llasa tibetan terrier adores healthy breath doesnt smell teeth good shape product great healthy product,Summary: healthy breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great healthy chew wk old beagle rio love taste sure beat arm,"adillo
Summary: great chew",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
really enjoy product hard time finding affordable store found look sugar use thanks much,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
used liked sugar raw many year introduced starbucks recent purchase however disappointing sugar lighter color crystal size maybe th regular size large crystal something always really liked sugar raw enhanced quality mixed drink latte called hotline complain told problem recent sugar crop result le molasses sugar many complaint similar nature claimed also reduced crystal size said problem go away newer crop representative said newcrop sugar digit date code without space end letter trailing digit date code using julian calendar recent badpurchase space initial sequence number ended bottom line current product much better much cheaper product get better crop ill go back purchasing sugar raw,Summary: badpurchase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugar rawtm please harvest cane wo burningbr delivered hcsbr dear sugar raw folksbr br buy product care environment wed like know care burn cane field maui add co worsens climate change smoke burning damaging lung worker worker child resident mauibr br love product want change noburn harvesting continue buy knowing arent contributing global warming lung diseasebr br,"love product
Summary: love product",0.3333333333333333,0.2,0.24999999531250006,0.0,0.0,0.0,0.3333333333333333,0.2,0.24999999531250006
love sugar also get muscavado sugar great use place regular white sugar recommend,Summary: great sugar,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
product exactly advertised saving least half retail price easy store individual packaging,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
used buy sugar year eat much sugar still sugar called turbinado sugar misleading picked brand say real turbinado sugar brand local food store sugar brown colored caramel somethingbr br find needed sweet water day ago put sugar raw glass water became brown bottom glass got pure white sugar crystal shame producer u try put sugar mouth second spit pure white crystal wellbr br im wondering consumer hold company liable practice,Summary: misleading product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugar raw flavor profile much better white sugar suppose better something wish bag resealable,Summary: better white sugar,0.25,1.0,0.39999999680000003,0.0,0.0,0.0,0.25,1.0,0.39999999680000003
delicious sugar pretty light brown color delicious aroma granule quite big however bigger plain refined sugar make difficult cream butter sugar together use recipe melt sugar first baking use brew beer plan boil melt great product would perfect sugar granule bit finer,Summary: yum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
use raw sugar seem little smaller normal crystal still good buy,Summary: good price,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
sugar good use coffee cereal etc week youll never go back white sugar white sugar taste terrible plus ive read raw sugar contains lot mineral missing dietsbr br product delivered fast wellpackaged complaint price wish could find raw sugar cheaper would happy buy bulk cheapest found,Summary: white sugar white sugar,0.6666666666666666,0.4,0.49999999531250006,0.3333333333333333,0.25,0.2857142808163266,0.6666666666666666,0.4,0.49999999531250006
thought great buy noted scott molasses content par loved higher molasses content sugar raw unfortunately purchased recently higher molasses content twelve ounce bag guess ill watch next crop,Summary: great price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
really love sugar pricewise much cheaper buy amazon compared anywhere else,Summary: great price,0.3333333333333333,1.0,0.4999999962500001,0.0,0.0,0.0,0.3333333333333333,1.0,0.4999999962500001
love sugar taste much better isnt overly sweet tasting regular sugar weve used quite baking item always turn good price amazon set good make easy use everyday stuff,Summary: good price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cant say anything bad sugar raw like better natural sugar better consistency know doesnt matter better color unfortunately one natural paper bag got torn bit box didnt look like box damaged cant tell happened sort pain clean half bag spilled inside box kitchen opened sure solution id order happens id switch one brand ship unnatural plastic bag,Summary: better natural sugar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great service item arrived faster expected efficient use seller highly recommend seller thank excellent service,Summary: excellent service,0.3333333333333333,1.0,0.4999999962500001,0.0,0.0,0.0,0.3333333333333333,1.0,0.4999999962500001
please ignore onestar comment check bag main ingredient fact whole grain brown rice second rice flower anything gluten free add another binder corn flour come someone celiac disease sunchips contain wheat key binder chip cookie cereal excellent product spouse buy lot gluten free absolutely delicious,Summary: gluten free brown rice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best flavor ever im addicted good far best could live need anymore say,Summary: great flavor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
many healthy product dont taste good taste good first try go downhill ive chip one occasion tasty ive served guest twice time wanted know get also nice something glutenfree friend borderline diabeticbut would eat anyway,Summary: tasty,0.5,0.5,0.4999999950000001,0.0,0.0,0.0,0.5,0.5,0.4999999950000001
found crisp local walmart figured would give try yummy may never go back regular chip big chip fan anyway problem eat entire bag one sitting give crisp big thumb,Summary: yummy,0.5,1.0,0.6666666622222223,0.0,0.0,0.0,0.5,1.0,0.6666666622222223
one best tasting crisp ever eaten buy special occassions know ill eat whole bag,Summary: best crisp ever eaten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paid ounce pkg lunch today bought brown rice good carb soon tasted one tasted like corn chip checked ingredient name deceptive masa corn flour listed ingredient overwhelms taste wont buy get sunchips le money similar taste,"corn chip
Summary: corn chip",0.3333333333333333,0.2,0.24999999531250006,0.0,0.0,0.0,0.3333333333333333,0.2,0.24999999531250006
use rotel mild love product muchit save daily basis youre trying cook lower fat healthier food hurry stuff make much easier ever notice canned tomato weird tin taste make spagehetti sauce whatever reason product doesnt taste good dump bean heat eatbr br add chili powder chili soup also make indian dish spicey spaghetti sauce also prefer canned salsa work thing like quesadilla drain liquid offbr br none local grocery store carry carry anything like pay amazon inflated price order case dont like im paying higher price love love love product,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
price product certainly raise attention compairing amazon price local store get rotel local kroger dissapointing,Summary: rotel rotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howdy yallbr br actual product good id rate item however one dollar local grocery twenty eight dollar per twelve pack running almost two half dollar eachbr br said expensive sigh really hoping get something approaching local costbr br take carebr lee,Summary: yallbr br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nothing wrong product sure mix lot ingredient make edible texas called babymouth spicyhot foodsbr br comparison im comfortable tostitos medium chunky salsa milder rotel mixed slightly larger can diced tomato still way hot use salsa chip used make sort southwestern cornbread good though,Summary: baby mouth spicy hot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fantastic product wish readily available store taste greatest oz shot gone second taste le like concentrated sweet tea record ive hour energy taste far worse put taste result got mg caffeine equivalent big red bull monster cant stand sucralose sugar substitute one shot sized energy drink sugar sugar g isnt horrible used drink oz red bull day caffeine give far better energy much subtle preference black coffee cant drink cup day anymore overall steaz right real organic ingredient moderate amount create big result,Summary: great energy drink,0.5,0.6666666666666666,0.5714285665306124,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285665306124
get really early work work get super tired middle afternoon drinking one hour energy usually extra strength day worked well gave jittery feeling almost headachy quite husband got try skeptical work well better hour energy doesnt give jittery almostheadache feelingbr br dont mind tasteit reminds inside fig newton mmm price ok amazon anyway grocery store almost yikebr br organicso feel good right feeling good,Summary: jittery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bought husband said best energy shot take one morning work hard day good stuff,Summary: best energy shot,0.25,0.5,0.33333332888888895,0.0,0.0,0.0,0.25,0.5,0.33333332888888895
energy junkie im sure work know taste greatest drink steaz energy drink think get result like product natural others,Summary: best energy drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
want organic energy shot choice one steaz assorted flavor guayaki guayaki yerba mate actually steaz energy shot energy drink use sambazon acai similarity ingredientsbr br great energy burst hour steaz energy shot withdrawal headache afterwards plan drinking one every day lunch work help cut iced coffee helping calorie intakebr br already ordering pack subscribe save per month great value,Summary: great energy shot,0.5,0.4,0.4444444395061729,0.3333333333333333,0.25,0.2857142808163266,0.5,0.4,0.4444444395061729
looking natural energy shot work found steaz energy shot favoritebr br recently gastric bypass surgery ton sugar nono im also allergic sucralose splenda energy drink outbr br tried bazi energy shot didnt work well steaz definitely didnt taste well taste thats almost like cocacolanot bad allbr br youre looking natural energy give try,Summary: natural energy shot,0.5,0.6666666666666666,0.5714285665306124,0.3333333333333333,0.5,0.39999999520000007,0.5,0.6666666666666666,0.5714285665306124
tried guayaki energy shot dont like taste either one natural caffeine taste much better like cold sure husband take road trip little cooler ice water dont make stop coffee especially turnpike way expensive worth per shot normally split im really sensitive caffeine even natural kind get little weird drink whole thing thats coffee husband drink whole shot get nice wake boost would recommend sinthetic shot feel good putting body ill ordering soon sure,Summary: great energy shot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
purchased sale term energy provides work taste leaf something desired tried mixing water make drinkable,Summary: good energy,0.6666666666666666,0.4,0.49999999531250006,0.0,0.0,0.0,0.6666666666666666,0.4,0.49999999531250006
ive feeling extremely tired around late afternoon software engineer entirely unacceptable asked nice lady counter local whole food market something give extra energy need get daybr br excitedly returned suspicious little green bottle three hour drinking whatever brain still working unnatural speed summarize experience believe worksbr br explain needed drink plenty water personally feel helped energy level youre feeling tired day hate coffee give shot preferably eat anythingbr br woot,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy shot truly work terrible aftertaste first know expect getting used always water handy chaserwhich help glad found something give energy need without chemical found beverage helped kick addiction diet coke aspartamelaced caffeinated beverage yay,Summary: great energy drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ive tried hour energy red rain no energy shot favorite term taste effect plus somewhat reassuring know natural ingredient used sometimes wonder im really putting body brand purchase box every month past year,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
youre looking energy boost without artificial sweetener chemical great option taste decent nice smooth uplift without jitter,Summary: great energy boost without artificial sweetener,0.2857142857142857,0.6666666666666666,0.3999999958,0.16666666666666666,0.5,0.24999999625000005,0.2857142857142857,0.6666666666666666,0.3999999958
first found steaz berry energy shot local organic market bought two bottle cost three dollar fell love instantly drink delicious taste yerba mate acai juice like slightly bitter fruity chocolate honey tea sensitive sucralose splenda many energy drink day also hate taste love steaz actual sugar artificial sweetener rush give slow even several medical condition including fibromyalgia sap energy cause intense pain like steaz help clear away fatigue fog get thing done caffeine jitter even though mg caffeine bottlebr becoming expensive buy bottle separately store started looking online bulk price thrilled found pack amazon signed amazon prime specifically product hah,"aha
Summary: great energy drink",0.2,0.2,0.19999999500000015,0.0,0.0,0.0,0.2,0.2,0.19999999500000015
tried energy shot one one really make feel good energized without side effect also best taste others taste like medicine one tea fresh taste love,Summary: best tea ever,0.25,1.0,0.39999999680000003,0.0,0.0,0.0,0.25,1.0,0.39999999680000003
drive otrover road truck help keep alert sugar high crash im autoship like price good ive seen buck store,Summary: good price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product take pretty good doesnt leave gittery subscibe save well prime membership pay shot wife tried drink like going style moderate mine make effective use weight training recommend product anyone looking healthier alternative high sugar unnatural product everywhere still give result awesome energy drink,Summary: great energy drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
use product daily provides steady stream energy get jittery crash also help practice portion control act slight appetite suppressant,Summary: jittery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ive buying drinking year energy boost excellent continuous hour effect recent shipment seem improved flavor slightly well perhaps im getting used dont drink flavor heinous fake flavor found nonorganic energy shot,Summary: great energy boost,0.5,0.4,0.4444444395061729,0.0,0.0,0.0,0.25,0.2,0.22222221728395072
first time ive really misled review amazon like hr energy find rain ok thought id try product based review boy sorry gagged getting one bottle even nose pinched really leaf worst medicinal taste mouth afterwards tic tacs get rid worst within hour yawning drowsy unless really like thing taste weird teaflavored cough syrup dont work dont buy dont know bottle big fail,Summary: bad product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loved mold wished could used one occasion didnt last use make sucker daughter first birthday going way mold could salvaged would liked kept use occasion price didnt matter much served main purpose,Summary: love mold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
try vanilla tootsie roll regular chocolate one good best ever,Summary: best vanilla ever,0.25,0.3333333333333333,0.2857142808163266,0.0,0.0,0.0,0.25,0.3333333333333333,0.2857142808163266
try might like quite addicted easy prepare taste great absorbs flavor cook price really good well worth purchase like type couscous like give one tryit eaten hot room temp cold salad variety green flavor take flavor well mixed cooked couscous broth oilive oil added flavor rocked taste bud big time back,Summary: great taste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tricolor couscous really goodfull flavor fun eat love texture cook chicken broth add minced garlic chopped herb parsley cilantro along red pepper flake end cooking add olive oil make wonderful side dishhighly recommend,Summary: delicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tried find israeli couscous number upsacale grocery store luck decided try good ole amazoncom selected product goodadd herb great side dish add make pasta type saladso good hooked great flavor easy prepare,Summary: good ole amazoncom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
package came label torn cooking instruction know normally cook couscous tried cup water cup couscousbrought boil let sit covered min mushy tastelesswe thrown rest container,Summary: cook couscous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wouldnt even think buying product unless know price per unit compare item online store,Summary: price per unit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love ordering whole bean coffee amazon like much first product review say im usually big fan flavored coffee thought would give try husband started grinding could smell throughout house sometimes flavored coffee smell taste isnt however one im going order another flavor company give try,Summary: great coffee,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
love coffee wish came already ground dont grinder use blender instead worth many flavored coffee ive tried seem flavored odor doesnt reach coffee one manages,Summary: great coffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brand coffee available local store time ive believe company local ive drinking quite time tired im particularly fond turtle sundae flavor good cant say ive bad onebr br turn le expensive order amazon show front door run local walmart get brainer try like rich flavored coffee youll like,Summary: great coffee,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
hot love tasty little sweet usually scoff salsa labeled hot one life billing,Summary: yummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consume jar every two week either adding fajitas using corn chip dip hot awhile medium salsa suprema mild thought maybe id cut much ate going hot salsa ranchera hot enough people arent used say thats hotbr br flavor bright forward similarly hot salsa victoria duller taste guess earthy salsa much brighter mouth dont like go hotter sauce ive tried lose resemblance yummy salsa taste hot happens tabasco sauce examplebr br drawback la victoria doesnt make larger bottle salsa ranchera salsa victoria sell sam club get good deal watch sale,Summary: hot salsa victoria,0.25,0.5,0.33333332888888895,0.0,0.0,0.0,0.25,0.5,0.33333332888888895
service great meant buy swiss chalet chicken sauce marinade br br love sauce yet try marinade,Summary: great sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
use frequently like asian dish least week love product fast shipping usual would buy,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
individually wrapped piece delicious although wish mildly sweet sugarfree aftertaste even traditional marzipanaholic enjoy,Summary: yum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
put husband stocking christmas hit,"home
Summary: christmas hit home",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amazed quickly arrived cute stocking stuffer ok far user appeal get pay,Summary: cute stocking stuffer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toy typical quality expected got taken major ride shipping,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cancelled order cancelled without problem positive note,Summary: cancelled order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love convenience single best creamer aroundtaste like big bottle stick purse take work,Summary: best creamer around,0.25,0.25,0.24999999500000009,0.0,0.0,0.0,0.25,0.25,0.24999999500000009
creamer come pack taken one work opened one home far havent found single broken leaking creamer yet usually way much cream sugar coffee easy cut sweetness wont allow creamer per cup think definitely best option buying creamer amazon since listing lot complaint creamer breaking shipping,Summary: best creamer,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
even though international delight fan completely dissapointed product problem shipment creamer thinner international delight happy,Summary: great product,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
besides obvious convenience portability individual creamer liked item specifically packaging couldnt believe many review read coffee creamer cup many amazon creamer option coffeemate international delight multiple negative review due shipment arriving broken cup thanks sloppy packagingbr br issue shipment arrived four dispensing box shown photo box tightly packed thick cardboard box could take good beating damaging inner box thus none cup broken waste sloppy drippy mess plus four box mean could put one kitchen one bathroom moved mini keurig upgraded kitchen keurig best idea husband ever one work reserve whichever run firstbr br looking mini creamer deterred like negative packaging review option best bet bonus auto delivery price reasonable,Summary: good coffee creamer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seller nice price good reason stop ording bacause went sugar free time dont watch fat take would get product,Summary: good price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
purchased coffee mate single use work along coffee tea bag theyre great dont require refrigeration,Summary: great coffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
received item timely manner upon receipt removed pack consume poptart stale left awful taste mouth,Summary: bad taste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
found new spring poptarts bought whim kid amazed delighted fun colorful amazingly detailed artwork poptarts fantastic school snack lunch box school treat tie ribbon bright thinking spring gift challenge finding store way go kellogg fantastic product,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yes cup right went town looking coffee invited non profit organization banquet besides delicious food top amazing delicious coffee paid extra buck get right way worth money highly recommend,Summary: great coffee,0.3333333333333333,0.25,0.2857142808163266,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142808163266
taste like stale order coffee th year annerversery reception hall stuff tasted nothing like douwe egbert hall possibly stale coffee,Summary: stale coffee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
honestly best seasoning salt land tightens dish spicy perfectly seasoned perfect hence purchase oz mamma jamma,Summary: best seasoning salt,0.5,0.6666666666666666,0.5714285665306124,0.3333333333333333,0.5,0.39999999520000007,0.5,0.6666666666666666,0.5714285665306124
order arrived advertised chance use awesome flavor exactly hoped may take finish entire gallon definnantly order,Summary: great flavor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
like lot sesame oil use salad regularly great quality flavor aroma cant beat organic,Summary: great sesame oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bought set two son month started taking u whenever went eat cut cantaloupe apple banana even used sweet potato time whatever could get restaurant would keep son busy long enough could actually eat great didnt overly worried choking big chunk got try new food wouldnt hesitate buy,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slightly different version different brand son started using around six month really enjoys get messy eats something sticky juicy like banana watermelon whatever anyway also trouble cleaning tried scrubbing nail vegetable brush work pretty well take time much would take run food food mill blender cut clean chair floor dog well get picture,Summary: great product,0.3333333333333333,0.14285714285714285,0.19999999580000008,0.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.19999999580000008
great idea daughter love itbr dont think difficult wash mean like toss water thats come onbr absolutely recommend,Summary: love,0.5,0.5,0.4999999950000001,0.0,0.0,0.0,0.5,0.5,0.4999999950000001
product impossible wash actually get cleaned couldnt get food piece save life tried scrubbing even washed dishwasher suggests,"washing dishwasher
Summary: impossible wash",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loved product fruit food didnt want new baby choke also used put ice baby teething worked great well food didnt like banana thoughimpossible get clean,Summary: great product,0.3333333333333333,0.5,0.39999999520000007,0.0,0.0,0.0,0.3333333333333333,0.5,0.39999999520000007
love love love idea product little one love love love use get fresh fruit tasty thing dont worry choking drawback bit food get stuck mesh seam impossible get granted food difficult others dont cause much problem banana however pretty much destroyed couple love product think next time get one removable replaceable mesh bag,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
munchkin fresh food feeder okay product kind like sucking food cloth daughter interested little eventually lost interest may introduce back see reacts,"well
Summary: great product",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product amazing know people little one use love super easy clean use ordering impression per packagefyitheyre one per,"package
Summary: super easy clean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ordered coffee themed wedding arrived fight friend smelled tasted good literally hide box wedding big hit wedding day none left put table great tasting product lowest price ive seen,Summary: best coffee ever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delicious chocolate excellent espresso bean perfect roast purpose crunchy bittera hrefhttpwwwamazoncomgpproductbaduchocolate covered espresso bean poundsa,"hrefhttpwwwamazoncomgpproductbaduchocolate covered espresso bean poundsa hrefhttpwwwamazoncomgpproductbaduchocolate covered espresso bean poundsa
Summary: excellent espresso bean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product exactly advertised fresh unfortunately keep candy dish office going fast need reorder keep demand,Summary: great product,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate covered espresso bean wonderful chocolate dark rich bean inside delightful blend flavor enough caffine really give zing,Summary: zing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
popchips good following weight watcher lost pound goal popchips salty crunchy indulgence taste good,Summary: yum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ive purchased dozen bag pancake mix great product way highest price ive seen whole food carry item sale thats canadian dollar im canada even cheaper baker box website theyre company selling product amazon twopack charging le give thought amazon could find competitive price,Summary: best pancake mix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
